,Close,RSI,BBBuy,BBSell,MACDLine,MACDSignal,SMA5,SMA15,SMA30,SMA40,SMA100,Decision
0,4.778,,,,,,,,,,,Yes
1,4.766,,,,,,,,,,,Yes
2,4.392,,,,,,,,,,,Yes
3,3.84,,,,,,,,,,,Yes
4,3.222,,,,,,4.1996,,,,,Yes
5,3.16,,,,,,3.876,,,,,Yes
6,3.492,23.81248344,,,,,3.6212,,,,,Yes
7,3.48,23.5757497,,,,,3.4388,,,,,Yes
8,3.41,22.08174348,,,,,3.3528,,,,,Yes
9,3.628,36.6644923,,,,,3.434,,,,,Yes
10,3.968,52.75376984,,,,,3.5956,,,,,Yes
11,3.978,53.16204698,,,,,3.6928,,,,,Yes
12,4.128,59.31471296,,,,,3.8224,,,,,Yes
13,4.382,67.69753648,,,,,4.0168,,,,,Yes
14,4.06,51.88605579,,,,,4.1032,3.912266667,,,,Yes
15,4.044,51.19291661,,,,,4.1184,3.863333333,,,,Yes
16,4.2,57.6311649,,,,,4.1628,3.8256,,,,Yes
17,4.258,59.9242327,,,,,4.1888,3.816666667,,,,Yes
18,4.19,55.79390208,,,,,4.1504,3.84,,,,Yes
19,4.11,50.97176175,,,,,4.1604,3.8992,,,,Yes
20,4.144,52.98646789,,,,,4.1804,3.9648,,,,Yes
21,4.07,47.98006449,,,,,4.1544,4.003333333,,,,Yes
22,3.988,42.75730404,,,,,4.1004,4.0372,,,,Yes
23,4.184,56.08702713,,,,,4.0992,4.0888,,,,Yes
24,4.39,65.84069587,,,,,4.1552,4.1396,,,,Yes
25,4.252,56.10178297,,,-0.019021446,,4.1768,4.158533333,,,,Yes
26,4.09,46.65114558,,,-0.023090265,,4.1808,4.166,,,,Yes
27,3.918,38.59732631,,,-0.039735748,,4.1668,4.152,,,,Yes
28,3.92,38.7407957,,,-0.052164707,,4.114,4.1212,,,,Yes
29,3.806,33.53079824,,4.389199813,-0.070402043,,3.9972,4.104266667,4.008266667,,,Yes
30,3.58,25.57568135,,4.328721303,-0.101916741,,3.8628,4.073333333,3.968333333,,,Yes
31,3.52,23.82493211,,4.263913472,-0.130232625,,3.7488,4.028,3.9268,,,Yes
32,3.664,36.07705963,,4.231387479,-0.139446122,,3.698,3.9884,3.902533333,,,Yes
33,3.756,42.92016873,,4.229464429,-0.137736513,-0.092393777,3.6652,3.959466667,3.899733333,,,Yes
34,3.83,48.13087207,,4.225226473,-0.128924295,-0.09969988,3.67,3.9408,3.92,,,Yes
35,3.754,43.38533584,,4.212630277,-0.126613591,-0.105082622,3.7048,3.9148,3.9398,,,Yes
36,3.758,43.72602814,,4.210917098,-0.123041232,-0.108674344,3.7524,3.894,3.948666667,,,Yes
37,3.82,49.24881245,,4.208751013,-0.113894327,-0.109718341,3.7836,3.8828,3.96,,,Yes
38,4.026,63.23518795,,4.207507595,-0.088996959,-0.105574065,3.8376,3.872266667,3.980533333,,,Yes
39,3.84,49.00801526,,4.206650314,-0.083313871,-0.101122026,3.8396,3.8356,3.9876,3.9449,,Yes
40,3.98,57.42046665,,4.207025113,-0.066743771,-0.094246375,3.8848,3.817466667,3.988,3.92495,,Yes
41,3.95,55.14602463,,4.206192039,-0.05539405,-0.08647591,3.9232,3.808133333,3.987066667,3.90455,,Yes
42,3.94,54.30944165,,4.19848883,-0.046668267,-0.078514381,3.9472,3.8096,3.9808,3.89325,,Yes
43,3.974,56.90283968,,4.17174737,-0.036587745,-0.070129054,3.9368,3.8132,3.9672,3.8966,,Yes
44,3.896,49.39840302,,4.165918696,-0.034495168,-0.063002277,3.948,3.8192,3.961733333,3.91345,,Yes
45,4.09,63.40330188,,4.168235271,-0.016986793,-0.05379918,3.97,3.8532,3.963266667,3.9367,,Yes
46,4.212,69.58027756,,4.169108034,0.006656369,-0.04170807,4.0224,3.899333333,3.963666667,3.9547,,Yes
47,4.21,69.35638616,,4.165385453,0.024944815,-0.028377493,4.0764,3.935733333,3.962066667,3.97295,,Yes
48,4.108,58.2114707,,4.160104735,0.030852345,-0.016531526,4.1032,3.9592,3.959333333,3.9904,,Yes
49,4.18,63.09520705,,4.164570968,0.040872748,-0.005050671,4.16,3.982533333,3.961666667,4.0042,,Yes
50,4.142,58.85964861,,4.164444703,0.045226366,0.005004736,4.1704,4.0084,3.9616,4.00855,,Yes
51,4.034,48.14349618,,4.162705643,0.039506535,0.011905096,4.1348,4.0268,3.9604,4.00995,,Yes
52,4.144,57.36677125,,4.170536023,0.043349898,0.018194057,4.1216,4.0484,3.9656,4.01035,,Yes
53,4.224,62.95702899,,4.173410279,0.052248831,0.025005011,4.1448,4.0616,3.966933333,4.0064,,Yes
54,4.396,72.12516681,,4.174022472,0.072346298,0.034473269,4.188,4.098666667,3.967133333,4.0148,,Yes
55,4.188,53.45827724,,4.169253927,0.070675125,0.04171364,4.1972,4.112533333,3.965,4.0184,,Yes
56,4.046,44.3218778,,4.167041029,0.057232752,0.044817462,4.1996,4.118933333,3.963533333,4.01455,,Yes
57,4.212,54.84672714,,4.181439289,0.059290918,0.047712154,4.2132,4.137066667,3.973333333,4.0134,,Yes
58,4.154,50.92288939,,4.19146747,0.055600981,0.049289919,4.1992,4.149066667,3.981133333,4.0125,,Yes
59,3.974,40.4460988,,4.194551512,0.037717401,0.046975415,4.1148,4.154266667,3.986733333,4.0091,,Yes
60,3.912,37.35751638,,4.192061919,0.018330352,0.041246403,4.0596,4.1424,3.9978,4.0033,,Yes
61,4.02,45.77296497,,4.187286174,0.01154756,0.035306634,4.0544,4.1296,4.014466667,4.00205,,Yes
62,4.106,51.78980761,,4.189931329,0.01296221,0.030837749,4.0332,4.122666667,4.0292,4.005,,Yes
63,4.28,61.79582415,,4.205217044,0.027803178,0.030230835,4.0584,4.134133333,4.046666667,4.0074,,Yes
64,4.396,67.10584911,,4.230715805,0.048367433,0.033858155,4.1428,4.148533333,4.065533333,4.00755,,Yes
65,4.082,46.63564532,,4.231191096,0.0388794,0.034862404,4.1768,4.144533333,4.076466667,4.0033,,Yes
66,4.12,48.83908337,,4.231629509,0.034034025,0.034696728,4.1968,4.150266667,4.088533333,4.00405,,Yes
67,4.198,53.44266156,,4.236460772,0.036072161,0.034971815,4.2152,4.153866667,4.101133333,4.01105,,Yes
68,4.224,55.01676556,,4.24406013,0.039331987,0.035843849,4.204,4.153866667,4.107733333,4.01865,,Yes
69,4.092,45.83740072,,4.243150323,0.030907839,0.034856647,4.1432,4.1336,4.116133333,4.0258,,Yes
70,4.086,45.43539155,,4.24429955,0.023476864,0.03258069,4.144,4.1268,4.119666667,4.03845,,Yes
71,4.086,45.43539155,,4.244993322,0.017387333,0.029542019,4.1372,4.129466667,4.1242,4.0526,,Yes
72,4.048,42.24176616,,4.244593093,0.009386848,0.025510985,4.1072,4.118533333,4.1278,4.0622,,Yes
73,4.048,42.24176616,,4.244539712,0.003011688,0.021011125,4.072,4.111466667,4.130266667,4.0695,,Yes
74,4.108,49.82172212,,4.243142386,0.002768909,0.017362682,4.0752,4.1204,4.137333333,4.07645,,Yes
75,4.15,54.67904184,,4.24479528,0.00589757,0.01506966,4.088,4.136266667,4.139333333,4.08635,,Yes
76,4.108,49.13049946,,4.240589709,0.004931164,0.013041961,4.0924,4.142133333,4.135866667,4.0951,,Yes
77,4.046,41.82165937,,4.235390666,-0.000828056,0.010267957,4.092,4.138133333,4.1304,4.10075,,Yes
78,4.01,37.99290597,,4.234272723,-0.008202624,0.006573841,4.0844,4.120133333,4.127133333,4.10035,,Yes
79,4.13,54.27293007,3.503358617,4.232158664,-0.004314292,0.004396214,4.0888,4.1024,4.125466667,4.1076,,Yes
80,4.15,56.49398115,3.52002004,4.232476306,0.000376728,0.003592317,4.0888,4.106933333,4.125733333,4.11185,,Yes
81,4.144,55.54962813,3.537702598,4.234809867,0.003569104,0.003587675,4.096,4.108533333,4.1294,4.1167,,Yes
82,4.17,59.01335362,3.540719718,4.235899658,0.008103653,0.00449087,4.1208,4.106666667,4.130266667,4.12245,,Yes
83,4.272,69.78833157,3.544226861,4.239256217,0.019700766,0.007532849,4.1732,4.109866667,4.131866667,4.1299,,Yes
84,4.2,57.36824357,3.586424612,4.221868416,0.022818723,0.010590024,4.1872,4.117066667,4.125333333,4.1375,,Yes
85,4.238,61.57854819,3.638516278,4.225022786,0.028032863,0.014078592,4.2048,4.1272,4.127,4.1412,,Yes
86,4.368,72.4414024,3.660925914,4.243613433,0.042168923,0.019696658,4.2496,4.146,4.137733333,4.1451,,Yes
87,4.282,59.46551047,3.687483104,4.248302808,0.045903228,0.024937972,4.272,4.1616,4.140066667,4.1469,,Yes
88,4.25,55.17516442,3.722740733,4.253272101,0.045753145,0.029101007,4.2676,4.175066667,4.143266667,4.15045,,Yes
89,4.354,64.80359718,3.739819267,4.267584556,0.053410451,0.033962896,4.2984,4.191466667,4.155933333,4.1548,,Yes
90,4.98,85.9687429,3.703773652,4.370002889,0.108738421,0.048918001,4.4468,4.2468,4.191533333,4.17575,,Yes
91,4.888,77.93335847,3.681195453,4.435413906,0.14350833,0.067836067,4.5508,4.2988,4.220466667,4.1971,,Yes
92,4.996,80.43757302,3.651932762,4.504954543,0.177729674,0.089814788,4.6936,4.362133333,4.250133333,4.2184,,Yes
93,4.926,74.08045856,3.631094061,4.55392002,0.196931813,0.111238193,4.8288,4.4232,4.271666667,4.23595,,Yes
94,5.872,88.46002551,3.530242013,4.723483005,0.285196374,0.146029829,5.1324,4.539333333,4.320866667,4.27285,,Yes
95,5.608,74.92643207,3.476793603,4.833073044,0.33003959,0.182831781,5.258,4.636533333,4.371733333,4.30835,,Yes
96,5.968,79.83458961,3.400282272,4.973576818,0.390129978,0.224291421,5.474,4.758133333,4.433333333,4.3564,,Yes
97,6.16,82.02406183,3.320328878,5.119312951,0.448079655,0.269049068,5.7068,4.8908,4.498733333,4.4051,,Yes
98,5.934,71.38094845,3.270485279,5.22507664,0.470347013,0.309308657,5.9084,5.0016,4.555733333,4.4496,,Yes
99,5.898,69.70020161,3.230849302,5.321117089,0.479561074,0.34335914,5.9136,5.1148,4.615933333,4.4977,4.19758,Yes
100,5.978,71.44345276,3.191251078,5.417773714,0.48769675,0.372226662,5.9876,5.2308,4.679,4.54935,4.20958,Yes
101,6.198,75.89323397,3.145535989,5.527873404,0.506062916,0.398993913,6.0336,5.3528,4.7494,4.6038,4.2239,Yes
102,6.68,82.75987698,3.077224214,5.677469882,0.553135405,0.429822211,6.1376,5.512666667,4.837133333,4.66815,4.24678,Yes
103,6.914,85.15487417,2.99939376,5.838238506,0.60237869,0.464333507,6.3336,5.690266667,4.932666667,4.734,4.27752,Yes
104,7.094,86.80048137,2.917555763,6.003382969,0.648453871,0.50115758,6.5728,5.872933333,5.0322,4.80145,4.31624,Yes
105,7.064,84.96901719,2.850732155,6.151794069,0.67476971,0.535880006,6.79,6.011866667,5.129333333,4.876,4.35528,Yes
106,6.866,73.09365885,2.806880321,6.271379611,0.671902977,0.5630846,6.9236,6.143733333,5.221266667,4.94465,4.38902,Yes
107,7.066,76.89851033,2.763275248,6.398964621,0.677954363,0.586058553,7.0008,6.281733333,5.321933333,5.01635,4.42488,Yes
108,6.87,66.19595712,2.735716006,6.500511482,0.659334174,0.600713677,6.992,6.411333333,5.417266667,5.0825,4.45948,No
109,6.47,49.7199816,2.731594697,6.567200307,0.605323096,0.601635561,6.8672,6.4512,5.495266667,5.14195,4.4879,No
110,6.298,44.20090888,2.74331345,6.61808966,0.542387657,0.58978598,6.714,6.4972,5.566866667,5.19725,4.5112,No
111,6.062,37.53183796,2.765489725,6.65142198,0.468071998,0.565443183,6.5532,6.503466667,5.6308,5.24665,4.53204,No
112,6.312,47.34956389,2.778289095,6.692607909,0.424456345,0.537245816,6.4024,6.5136,5.7022,5.30325,4.55388,No
113,6.474,52.94092289,2.785703902,6.738508982,0.398370504,0.509470753,6.3232,6.5496,5.7756,5.3639,4.5748,No
114,6.41,50.47053548,2.794749986,6.772539033,0.368287632,0.481234129,6.3112,6.583733333,5.849266667,5.42145,4.5983,No
115,6.304,46.29616265,2.811134698,6.794513758,0.33206558,0.451400419,6.3124,6.605466667,5.918133333,5.4753,4.6209,No
116,6.11,39.34733828,2.833087246,6.804330964,0.284426473,0.41800563,6.322,6.5996,5.9762,5.52535,4.64,No
117,5.706,28.83298844,2.859204069,6.791979291,0.211633138,0.376731132,6.2008,6.534666667,6.023666667,5.56685,4.65448,No
118,5.92,38.91965657,2.877374091,6.774099929,0.169260775,0.33523706,6.09,6.4684,6.079333333,5.6146,4.67178,No
119,6.162,48.54180278,2.899583914,6.756098586,0.153439,0.298877448,6.0404,6.406266667,6.1396,5.6654,4.6923,No
120,6.272,52.50918644,2.916547074,6.760574695,0.148069358,0.26871583,6.034,6.353466667,6.182666667,5.71845,4.71358,No
121,6.34,55.01080381,2.934858403,6.756983196,0.147599476,0.244492559,6.08,6.3184,6.231066667,5.77335,4.73628,No
122,6.452,59.14604876,2.953034659,6.753955816,0.154483762,0.2264908,6.2292,6.277466667,6.2796,5.8304,4.76092,No
123,6.526,61.84912327,2.970324964,6.736812435,0.164020068,0.213996653,6.3504,6.254533333,6.332933333,5.88675,4.78434,No
124,6.018,40.42662173,2.999886865,6.736947542,0.129098142,0.197016951,6.3216,6.2244,6.3378,5.9322,4.80062,No
125,5.11,23.47273547,3.022641237,6.758852099,0.027833407,0.163180242,6.0892,6.1452,6.3212,5.954,4.8092,No
126,5.282,29.96377059,3.0433566,6.770409622,-0.038101454,0.122923903,5.8776,6.0932,6.298333333,5.97685,4.82112,No
127,5.546,39.19868752,3.065781567,6.768443995,-0.068265786,0.084685965,5.6964,6.042133333,6.277866667,6.00845,4.8374,No
128,5.3,34.28416051,3.090897073,6.774567408,-0.110744784,0.045599815,5.4512,5.963866667,6.256733333,6.0347,4.8512,No
129,5.326,35.28462732,3.114200154,6.778383249,-0.140689927,0.008341867,5.3128,5.8916,6.237666667,6.059,4.8664,No
130,5.324,35.23648482,3.139207184,6.779318394,-0.162707462,-0.025867999,5.3556,5.826266667,6.215866667,6.0676,4.88384,No
131,5.334,35.74786918,3.168692877,6.772353544,-0.177305731,-0.056155545,5.366,5.774533333,6.187066667,6.07875,4.90198,No
132,5.366,37.58772505,3.194935009,6.739097623,-0.184169836,-0.081758403,5.33,5.751866667,6.143266667,6.088,4.919,No
133,5.576,48.81035181,3.220003652,6.685139817,-0.170696758,-0.099546074,5.3852,5.728933333,6.098666667,6.10425,4.9372,No
134,5.648,52.24515559,3.24017622,6.61204888,-0.152452075,-0.110127274,5.4496,5.694666667,6.050466667,6.09865,4.95538,No
135,5.69,54.33064619,3.267894812,6.536988457,-0.133070035,-0.114715827,5.5228,5.655866667,6.004666667,6.1007,4.97474,No
136,5.392,39.90508282,3.30027356,6.473929497,-0.140140289,-0.119800719,5.5344,5.592666667,5.955533333,6.0863,4.99108,No
137,5.392,39.90508282,3.326887962,6.384606577,-0.144082621,-0.124657099,5.5396,5.522,5.899733333,6.0671,5.0068,No
138,5.244,33.83264715,3.354577361,6.309340099,-0.157335643,-0.131192808,5.4732,5.436533333,5.845533333,6.04985,5.01898,No
139,5.15,30.40431525,3.388841495,6.266622195,-0.173424642,-0.139639175,5.3736,5.378666667,5.801533333,6.03115,5.03208,No
140,5.128,29.58571739,3.426173287,6.233375397,-0.185808619,-0.148873064,5.2612,5.379866667,5.762533333,6.0099,5.04356,No
141,4.806,20.26775428,3.45275203,6.218108746,-0.219080298,-0.162914511,5.144,5.348133333,5.720666667,5.9751,5.05212,No
142,4.524,15.33351135,3.468038682,6.190192671,-0.265146938,-0.183360996,4.9704,5.28,5.661066667,5.9212,5.05796,No
143,4.608,21.93789261,3.479061321,6.138349551,-0.291516562,-0.204992109,4.8432,5.233866667,5.598866667,5.86355,5.0643,No
144,4.898,40.60038745,3.49350736,6.080391645,-0.285720495,-0.221137786,4.7928,5.205333333,5.548466667,5.80865,5.07432,No
145,4.936,42.69477031,3.521311169,6.026642365,-0.274892004,-0.23188863,4.7544,5.179466667,5.502866667,5.75545,5.08278,No
146,4.95,43.55028107,3.548165734,5.984534085,-0.262158662,-0.237942636,4.7832,5.153866667,5.4642,5.70755,5.09016,No
147,4.984,45.84114029,3.572815145,5.96540074,-0.246482582,-0.239650625,4.8752,5.1284,5.440133333,5.6555,5.0979,No
148,4.802,36.57225314,3.592310075,5.932409031,-0.245910354,-0.240902571,4.914,5.0768,5.402866667,5.6038,5.10484,No
149,4.82,38.01830392,3.61822175,5.878257404,-0.241223733,-0.240966804,4.8984,5.0216,5.358133333,5.56255,5.11124,No
150,4.782,35.99701396,3.643713332,5.809753194,-0.237834229,-0.240340289,4.8676,4.961066667,5.308466667,5.52465,5.11764,No
151,4.788,36.61776559,3.669699563,5.728085285,-0.231989641,-0.238670159,4.8352,4.9208,5.256733333,5.4928,5.12518,No
152,4.726,32.78446432,3.696030346,5.6242056,-0.22971266,-0.236878659,4.7836,4.8764,5.1992,5.45315,5.131,No
153,4.692,30.72654271,3.721658994,5.494139125,-0.228023143,-0.235107556,4.7616,4.8396,5.138066667,5.4086,5.13568,No
154,4.614,26.30685013,3.742151049,5.419813156,-0.230323115,-0.234150668,4.7204,4.803866667,5.091266667,5.3637,5.13786,No
155,4.898,54.25657634,3.769457932,5.41454259,-0.206845052,-0.228689545,4.7436,4.788533333,5.0842,5.32855,5.14496,No
156,4.642,38.78632206,3.791412079,5.400335157,-0.206515003,-0.224254636,4.7144,4.7776,5.062866667,5.29185,5.15092,No
157,4.644,38.9449951,3.816796068,5.366039694,-0.203743425,-0.220152394,4.698,4.7856,5.0328,5.2653,5.15524,No
158,4.65,39.49393104,3.844603452,5.347412853,-0.198771466,-0.215876209,4.6896,4.7884,5.011133333,5.23355,5.1602,No
159,4.616,37.27813864,3.865383112,5.325732019,-0.195323106,-0.211765588,4.69,4.7696,4.987466667,5.1949,5.16662,No
160,4.568,34.12475135,3.883605603,5.302675728,-0.194224554,-0.208257381,4.624,4.745066667,4.962266667,5.1523,5.17318,No
161,4.946,62.93266505,3.914655192,5.282670533,-0.160996635,-0.198805232,4.6848,4.7448,4.949333333,5.11745,5.18244,No
162,4.72,48.22288555,3.937893383,5.254321199,-0.151157135,-0.189275612,4.7,4.7272,4.9278,5.07415,5.18858,No
163,4.636,43.78502846,3.953334856,5.203821698,-0.148426391,-0.181105768,4.6972,4.716133333,4.896466667,5.0269,5.19214,No
164,4.374,32.80072815,3.961637255,5.141986111,-0.165495735,-0.177983762,4.6488,4.6864,4.854,4.9858,5.19192,No
165,4.366,32.51019094,3.96771009,5.0660499,-0.177621339,-0.177911277,4.6084,4.658666667,4.809866667,4.9672,5.19476,No
166,4.506,42.84610628,3.973714535,5.018113671,-0.173929189,-0.17711486,4.5204,4.639866667,4.780333333,4.9478,5.19862,No
167,4.722,55.19682076,3.99211588,4.967004625,-0.151823612,-0.17205661,4.5208,4.6396,4.758,4.9272,5.20386,No
168,4.778,57.94559348,4.014250871,4.931098006,-0.128307007,-0.163306689,4.5492,4.645333333,4.742466667,4.91415,5.2094,No
169,4.788,58.47633666,4.031880235,4.903516069,-0.107622407,-0.152169833,4.632,4.656933333,4.7304,4.9007,5.21636,No
170,4.804,59.43203947,4.026465526,4.87696446,-0.088913705,-0.139518607,4.7196,4.650666667,4.7196,4.8877,5.22354,No
171,4.872,63.58745068,4.025968261,4.880809727,-0.067818127,-0.125178511,4.7928,4.666,4.7218,4.87615,5.2314,No
172,4.99,69.84148989,4.025802904,4.899000756,-0.041104291,-0.108363667,4.8464,4.689066667,4.737333333,4.86675,5.24082,No
173,4.988,69.60509107,4.027581965,4.915869828,-0.019865766,-0.090664087,4.8884,4.7116,4.75,4.85205,5.25022,No
174,4.932,62.6751146,4.013778438,4.918122901,-0.007466743,-0.074024618,4.9172,4.732666667,4.751133333,4.83415,5.25846,No
175,4.944,63.58158129,4.001641755,4.918690685,0.003289948,-0.058561705,4.9452,4.757733333,4.7514,4.8155,5.2664,No
176,4.802,47.61667653,3.984691162,4.909967275,0.000352427,-0.046778878,4.9312,4.748133333,4.746466667,4.80075,5.27334,No
177,4.814,48.8821336,3.970028089,4.898824133,-0.0009958,-0.037622263,4.896,4.7544,4.7408,4.7863,5.28102,No
178,4.65,35.28937223,3.948948156,4.89415028,-0.015123377,-0.033122486,4.8284,4.755333333,4.735733333,4.77145,5.28742,No
179,4.59,31.54528324,3.926212884,4.887780146,-0.03080597,-0.032659182,4.76,4.769733333,4.728066667,4.75745,5.29202,No
180,4.564,29.93939914,3.903571457,4.882836704,-0.04481591,-0.035090528,4.684,4.782933333,4.7208,4.74335,5.29616,No
181,4.562,29.80324004,3.883803201,4.87724592,-0.055441181,-0.039160659,4.636,4.786666667,4.713266667,4.73725,5.30034,No
182,4.592,34.97812987,3.87656588,4.874190528,-0.060740853,-0.043476697,4.5916,4.778,4.7088,4.73895,5.30456,No
183,4.546,30.90277951,3.877781409,4.871874977,-0.067870329,-0.048355424,4.5708,4.762533333,4.703933333,4.7374,5.3073,No
184,4.438,23.42646141,3.885793997,4.872014156,-0.081298035,-0.054943946,4.5404,4.7392,4.698066667,4.7259,5.30968,No
185,4.442,24.21866265,3.896713724,4.858593487,-0.090572756,-0.062069708,4.516,4.715066667,4.682866667,4.71355,5.31172,No
186,4.466,29.33609901,3.903361952,4.856881998,-0.094892577,-0.068634282,4.4968,4.688,4.677,4.70145,5.3127,No
187,4.55,44.60962547,3.927115243,4.855109732,-0.0904948,-0.073006386,4.4884,4.658666667,4.673866667,4.6906,5.31538,No
188,4.65,57.39854032,3.948648369,4.855109732,-0.078040761,-0.074013261,4.5092,4.636133333,4.673866667,4.6868,5.31938,Yes
189,4.784,68.69733842,3.959289152,4.861429251,-0.056704511,-0.070551511,4.5784,4.626266667,4.679466667,4.6859,5.32368,Yes
190,4.742,62.62384228,3.964541879,4.866354847,-0.042692298,-0.064979668,4.6384,4.6128,4.685266667,4.6849,5.3213,Yes
191,5.55,87.47574434,3.97250578,4.940020914,0.033228294,-0.045338076,4.8552,4.662666667,4.7054,4.70395,5.32792,Yes
192,5.332,72.3362061,3.989293764,4.986013938,0.074941256,-0.021282209,5.0116,4.6972,4.7258,4.7191,5.33128,Yes
193,5.166,62.69644477,4.013630131,5.014740665,0.093526155,0.001679464,5.1148,4.7316,4.743466667,4.73095,5.33368,Yes
194,5.34,67.92379382,4.038049557,5.058269372,0.12090149,0.025523869,5.226,4.7816,4.775666667,4.7491,5.32836,Yes
195,5.298,65.34514938,4.059516399,5.093786166,0.13762118,0.047943331,5.3372,4.830533333,4.806733333,4.7591,5.32526,Yes
196,5.448,70.07824566,4.073940502,5.141623227,0.161118132,0.070578291,5.3168,4.8896,4.838133333,4.77925,5.32006,Yes
197,5.298,60.44660998,4.077862309,5.17092089,0.165725508,0.089607735,5.31,4.936666667,4.857333333,4.7956,5.31144,Yes
198,5.054,47.9418132,4.086180874,5.181703101,0.147982279,0.101282643,5.2876,4.970533333,4.866533333,4.8057,5.30264,Yes
199,4.93,42.70397972,4.103150527,5.186287717,0.122502743,0.105526663,5.2056,5.003333333,4.871266667,4.81355,5.29296,Yes
200,4.986,45.8226409,4.128795569,5.192752772,0.105611337,0.105543598,5.1432,5.0396,4.877333333,4.824,5.28304,Yes
201,5.028,48.28563292,4.162352146,5.199105782,0.094524209,0.10333972,5.0592,5.077066667,4.882533333,4.82605,5.27134,Yes
202,5.116,53.45779686,4.209273987,5.205531695,0.091780457,0.101027867,5.0228,5.1148,4.886733333,4.83595,5.2557,Yes
203,5.006,46.65324228,4.269992548,5.206338593,0.079809933,0.096784281,5.0132,5.138533333,4.887333333,4.8452,5.23662,Yes
204,5.032,48.46225455,4.29868456,5.210642221,0.071595877,0.0917466,5.0336,5.155066667,4.890666667,4.86165,5.216,Yes
205,5.15,56.30733603,4.298589881,5.220773464,0.073757561,0.088148792,5.0664,5.182266667,4.897533333,4.88125,5.19686,Yes
206,5.348,66.33821797,4.297559366,5.248318253,0.090405518,0.088600138,5.1304,5.1688,4.915733333,4.9023,5.18168,Yes
207,5.278,60.59992979,4.303698282,5.269435263,0.096834482,0.090247006,5.1628,5.1652,4.9312,4.9162,5.1638,Yes
208,5.386,65.90807276,4.302136723,5.299332221,0.109383276,0.09407426,5.2388,5.179866667,4.955733333,4.9314,5.14896,Yes
209,5.416,67.33427844,4.300339249,5.329539578,0.120361582,0.099331725,5.3156,5.184933333,4.983266667,4.9471,5.13842,Yes
210,5.532,72.52021763,4.295416351,5.366305694,0.136844739,0.106834327,5.392,5.200533333,5.015533333,4.9653,5.13076,Yes
211,5.52,71.15682244,4.291134871,5.399102817,0.147242143,0.114915891,5.4264,5.205333333,5.047466667,4.9815,5.12534,Yes
212,5.49,67.45784309,4.288326486,5.427206861,0.151317122,0.122196137,5.4688,5.218133333,5.0774,4.994,5.11712,Yes
213,5.374,54.64371399,4.293598872,5.444297215,0.143531797,0.126463269,5.4664,5.239466667,5.105,5.00365,5.10612,Yes
214,5.338,51.1272939,4.302357109,5.453123561,0.132924698,0.127755555,5.4508,5.266666667,5.135,5.0138,5.0954,Yes
215,5.288,46.29947569,4.314120885,5.455055033,0.119110878,0.126026619,5.402,5.2868,5.1632,5.0224,5.08524,Yes
216,5.424,58.6807693,4.313354904,5.460131287,0.117779698,0.124377235,5.3828,5.3132,5.195133333,5.03795,5.07838,Yes
217,5.582,68.51872354,4.307767776,5.474800906,0.127998521,0.125101492,5.4012,5.344266667,5.229533333,5.05715,5.07714,Yes
218,5.666,72.56963822,4.296799185,5.496131691,0.141246903,0.128330574,5.4596,5.388266667,5.2634,5.08255,5.0746,Yes
219,5.414,50.03528188,4.293454662,5.50077523,0.129914474,0.128647354,5.4748,5.413733333,5.2844,5.10315,5.06712,Yes
220,5.534,57.38658072,4.287176531,5.506737133,0.129127933,0.12874347,5.524,5.439333333,5.3108,5.1274,5.05974,Yes
221,5.51,55.48187218,4.285368201,5.503901872,0.125125624,0.128019901,5.5412,5.450133333,5.309466667,5.1511,5.05144,Yes
222,5.32,42.46427009,4.296800141,5.503467444,0.105407284,0.123497378,5.4888,5.452933333,5.309066667,5.1693,5.04012,Yes
223,5.192,35.85269609,4.306420511,5.50375145,0.078546393,0.114507181,5.394,5.44,5.309933333,5.18545,5.02678,Yes
224,5.27,42.24559367,4.307995951,5.501463457,0.062828642,0.104171473,5.3652,5.430266667,5.3076,5.20625,5.0193,Yes
225,5.64,62.77596173,4.301642275,5.521812721,0.079313838,0.099199946,5.3864,5.437466667,5.319,5.2362,5.0246,Yes
226,5.594,59.69792536,4.297157133,5.531412924,0.087656213,0.096891199,5.4032,5.4424,5.323866667,5.2644,5.02772,Yes
227,5.364,46.42066375,4.297204846,5.533676868,0.074845753,0.09248211,5.412,5.434,5.326066667,5.28475,5.0259,Yes
228,5.344,45.39638193,4.30108354,5.537108428,0.062360682,0.086457825,5.4424,5.432,5.335733333,5.3021,5.02634,Yes
229,5.796,65.47977139,4.294022135,5.567806398,0.087925249,0.086751309,5.5476,5.462533333,5.3646,5.3274,5.03104,Yes
230,5.896,68.47279042,4.285352282,5.607083427,0.114929679,0.092386983,5.5988,5.503066667,5.394933333,5.35625,5.03676,Yes
231,5.91,68.91302995,4.277567084,5.644556907,0.135894065,0.1010884,5.662,5.535466667,5.424333333,5.36525,5.04252,Yes
232,6.028,72.66624585,4.268330102,5.692540809,0.160183608,0.112907441,5.7948,5.5652,5.454733333,5.38265,5.04914,Yes
233,5.704,52.40023808,4.272806211,5.704649803,0.15154227,0.120634407,5.8668,5.567733333,5.478,5.3961,5.05042,Yes
234,5.752,54.58919732,4.279767332,5.718023456,0.146874073,0.12588234,5.858,5.590266667,5.502,5.4064,5.05146,Yes
235,6.026,65.2359915,4.270159028,5.756668165,0.163400424,0.133385957,5.884,5.623066667,5.5312,5.4246,5.05482,Yes
