,Closing,RSI,MACD,BB,SMA1,SMA2,Decision
456,5.56,Hold,Sell,Sell,Sell,Sell,Yes
457,5.656000000000001,Hold,Sell,Sell,Sell,Sell,Yes
458,5.896,Hold,Buy,Sell,Sell,Sell,Yes
459,6.077999999999999,Hold,Buy,Hold,Sell,Sell,Yes
460,6.507999999999999,Sell,Buy,Hold,Sell,Sell,Yes
461,6.268,Hold,Buy,Hold,Sell,Buy,Yes
462,6.21,Hold,Buy,Hold,Sell,Buy,Yes
463,6.18,Hold,Buy,Hold,Sell,Buy,Yes
464,6.004,Hold,Buy,Sell,Sell,Buy,Yes
465,6.132000000000001,Hold,Buy,Sell,Sell,Buy,Yes
466,5.532,Hold,Sell,Sell,Sell,Buy,Yes
467,5.507999999999999,Hold,Sell,Sell,Sell,Buy,Yes
468,5.6979999999999995,Hold,Sell,Sell,Sell,Buy,Yes
469,5.856,Hold,Sell,Sell,Sell,Buy,Yes
470,5.832000000000001,Hold,Sell,Sell,Sell,Buy,Yes
471,5.96,Hold,Sell,Sell,Sell,Buy,Yes
472,5.86,Hold,Sell,Sell,Sell,Buy,Yes
473,5.88,Hold,Sell,Sell,Sell,Buy,Yes
474,5.778,Hold,Sell,Sell,Sell,Buy,Yes
475,5.85,Hold,Sell,Sell,Sell,Buy,Yes
476,5.6739999999999995,Hold,Sell,Sell,Sell,Buy,Yes
477,5.68,Hold,Sell,Sell,Sell,Sell,Yes
478,5.664,Hold,Sell,Sell,Sell,Sell,Yes
479,5.528,Hold,Sell,Sell,Sell,Sell,Yes
480,5.466,Hold,Sell,Sell,Sell,Sell,Yes
481,5.612,Hold,Sell,Sell,Sell,Sell,Yes
482,5.763999999999999,Hold,Sell,Sell,Sell,Sell,Yes
483,5.608,Hold,Sell,Sell,Sell,Sell,Yes
484,5.547999999999999,Hold,Sell,Sell,Sell,Sell,Yes
485,5.57,Hold,Sell,Sell,Sell,Sell,Yes
486,5.678,Hold,Sell,Sell,Sell,Sell,Yes
487,5.484,Hold,Sell,Sell,Sell,Sell,Yes
488,5.504,Hold,Sell,Sell,Sell,Sell,Yes
489,5.476,Hold,Sell,Sell,Sell,Sell,Yes
490,5.626,Hold,Sell,Sell,Sell,Sell,Yes
491,5.85,Hold,Buy,Sell,Sell,Sell,Yes
492,5.784,Hold,Buy,Sell,Sell,Sell,Yes
493,6.3,Sell,Buy,Hold,Sell,Sell,Yes
494,6.23,Hold,Buy,Hold,Sell,Sell,Yes
495,6.308,Hold,Buy,Hold,Sell,Sell,Yes
496,6.2620000000000005,Hold,Buy,Hold,Sell,Sell,Yes
497,6.064,Hold,Buy,Hold,Sell,Sell,Yes
498,6.2139999999999995,Hold,Buy,Hold,Sell,Buy,Yes
499,6.322,Hold,Buy,Hold,Sell,Buy,Yes
500,6.276,Hold,Buy,Hold,Sell,Buy,Yes
501,6.164,Hold,Buy,Hold,Sell,Buy,Yes
502,6.367999999999999,Hold,Buy,Hold,Sell,Buy,Yes
503,6.584,Hold,Buy,Hold,Sell,Buy,Yes
504,6.6,Hold,Buy,Hold,Sell,Buy,Yes
505,6.494,Hold,Buy,Hold,Sell,Buy,Yes
506,6.426,Hold,Buy,Hold,Buy,Buy,Yes
507,6.454,Hold,Buy,Hold,Buy,Buy,Yes
508,6.43,Hold,Buy,Hold,Buy,Buy,Yes
509,6.646,Hold,Buy,Hold,Buy,Buy,Yes
510,6.7379999999999995,Hold,Buy,Hold,Buy,Buy,Yes
511,6.763999999999999,Hold,Buy,Hold,Buy,Buy,Yes
512,6.9239999999999995,Sell,Buy,Hold,Buy,Buy,Yes
513,6.78,Hold,Buy,Hold,Buy,Buy,Yes
514,6.742000000000001,Hold,Buy,Hold,Buy,Buy,Yes
515,6.78,Hold,Buy,Hold,Buy,Buy,Yes
516,6.834,Hold,Buy,Hold,Buy,Buy,Yes
517,6.914,Hold,Buy,Hold,Buy,Buy,Yes
518,7.056,Sell,Buy,Hold,Buy,Buy,Yes
519,7.0520000000000005,Sell,Buy,Hold,Buy,Buy,Yes
520,6.722,Hold,Sell,Sell,Buy,Buy,Yes
521,6.7620000000000005,Hold,Sell,Sell,Buy,Buy,Yes
522,6.88,Hold,Sell,Hold,Buy,Buy,Yes
523,6.917999999999999,Hold,Sell,Hold,Buy,Buy,Yes
524,6.922000000000001,Hold,Sell,Hold,Buy,Buy,Yes
525,6.886,Hold,Sell,Sell,Buy,Buy,Yes
526,6.8,Hold,Sell,Sell,Buy,Buy,Yes
527,6.856,Hold,Sell,Sell,Buy,Buy,Yes
528,6.718,Hold,Sell,Sell,Buy,Buy,Yes
529,6.7379999999999995,Hold,Sell,Sell,Buy,Buy,Yes
530,6.644,Hold,Sell,Sell,Buy,Buy,Yes
531,6.774,Hold,Sell,Sell,Buy,Buy,Yes
532,7.072,Hold,Sell,Hold,Buy,Buy,Yes
533,6.954,Hold,Sell,Hold,Buy,Buy,Yes
534,6.88,Hold,Sell,Sell,Buy,Buy,Yes
535,6.867999999999999,Hold,Sell,Sell,Buy,Buy,Yes
536,6.736000000000001,Hold,Sell,Sell,Buy,Buy,Yes
537,6.728,Hold,Sell,Sell,Buy,Buy,Yes
538,6.706,Hold,Sell,Sell,Buy,Buy,Yes
539,6.582000000000001,Hold,Sell,Sell,Buy,Buy,Yes
540,6.652,Hold,Sell,Sell,Buy,Buy,Yes
541,6.78,Hold,Sell,Sell,Buy,Buy,Yes
542,6.82,Hold,Sell,Sell,Buy,Buy,Yes
543,6.876,Hold,Sell,Sell,Buy,Buy,Yes
544,6.904,Hold,Sell,Sell,Buy,Buy,Yes
545,7.037999999999999,Hold,Buy,Hold,Buy,Buy,Yes
546,7.2,Sell,Buy,Hold,Buy,Buy,Yes
547,7.398,Sell,Buy,Hold,Buy,Buy,Yes
548,7.396,Sell,Buy,Hold,Buy,Buy,Yes
549,7.606,Sell,Buy,Hold,Buy,Buy,Yes
550,7.59,Sell,Buy,Hold,Buy,Buy,Yes
551,7.504,Hold,Buy,Hold,Buy,Buy,Yes
552,7.502000000000001,Hold,Buy,Hold,Buy,Buy,Yes
553,7.66,Sell,Buy,Hold,Buy,Buy,Yes
554,7.547999999999999,Hold,Buy,Hold,Buy,Buy,Yes
555,7.626,Hold,Buy,Hold,Buy,Buy,Yes
556,7.834,Sell,Buy,Hold,Buy,Buy,Yes
557,7.896,Sell,Buy,Hold,Buy,Buy,Yes
558,7.848,Sell,Buy,Hold,Buy,Buy,Yes
559,7.684,Hold,Buy,Hold,Buy,Buy,Yes
560,7.577999999999999,Hold,Buy,Sell,Buy,Buy,Yes
561,7.69,Hold,Sell,Hold,Buy,Buy,Yes
562,7.654,Hold,Sell,Sell,Buy,Buy,Yes
563,7.4079999999999995,Hold,Sell,Sell,Buy,Buy,Yes
564,7.856,Hold,Sell,Hold,Buy,Buy,Yes
565,7.707999999999999,Hold,Sell,Sell,Buy,Buy,Yes
566,7.032,Hold,Sell,Sell,Buy,Buy,Yes
567,7.222,Hold,Sell,Sell,Buy,Buy,Yes
568,6.876,Hold,Sell,Sell,Buy,Buy,Yes
569,6.886,Hold,Sell,Sell,Buy,Buy,Yes
570,7.02,Hold,Sell,Sell,Buy,Buy,Yes
571,6.966,Hold,Sell,Sell,Buy,Buy,Yes
572,6.93,Hold,Sell,Sell,Buy,Buy,Yes
573,7.1160000000000005,Hold,Sell,Sell,Buy,Buy,Yes
574,7.33,Hold,Sell,Sell,Buy,Buy,Yes
575,7.537999999999999,Hold,Sell,Sell,Buy,Buy,Yes
576,7.646,Hold,Buy,Sell,Buy,Sell,Yes
577,7.694,Hold,Buy,Sell,Buy,Sell,Yes
578,7.82,Hold,Buy,Hold,Buy,Sell,Yes
579,7.824,Hold,Buy,Hold,Buy,Sell,Yes
580,7.796,Hold,Buy,Sell,Buy,Sell,Yes
581,7.37,Hold,Buy,Sell,Buy,Sell,Yes
582,7.058,Hold,Sell,Sell,Buy,Sell,Yes
583,7.03,Hold,Sell,Sell,Buy,Sell,Yes
584,7.016,Hold,Sell,Sell,Buy,Sell,Yes
585,7.19,Hold,Sell,Sell,Buy,Sell,Yes
586,7.202000000000001,Hold,Sell,Sell,Buy,Sell,Yes
587,7.324,Hold,Sell,Sell,Buy,Sell,Yes
588,7.506,Hold,Sell,Sell,Buy,Sell,Yes
589,7.572,Hold,Buy,Sell,Buy,Buy,Yes
590,7.632000000000001,Hold,Buy,Sell,Buy,Buy,Yes
591,7.577999999999999,Hold,Buy,Sell,Buy,Sell,Yes
592,8.786,Sell,Buy,Hold,Buy,Buy,Yes
593,8.868,Sell,Buy,Hold,Buy,Buy,Yes
594,8.22,Hold,Buy,Hold,Buy,Buy,Yes
595,8.402000000000001,Hold,Buy,Hold,Buy,Buy,Yes
596,8.274,Hold,Buy,Hold,Buy,Buy,Yes
597,8.366,Hold,Buy,Hold,Buy,Buy,Yes
598,8.1,Hold,Buy,Sell,Buy,Buy,Yes
599,8.372,Hold,Buy,Hold,Buy,Buy,Yes
600,8.718,Hold,Buy,Hold,Buy,Buy,Yes
601,8.75,Hold,Buy,Hold,Buy,Buy,Yes
602,8.66,Hold,Buy,Hold,Buy,Buy,Yes
603,9.118,Hold,Buy,Hold,Buy,Buy,Yes
604,9.09,Hold,Buy,Hold,Buy,Buy,Yes
605,9.394,Sell,Buy,Hold,Buy,Buy,Yes
606,9.566,Sell,Buy,Hold,Buy,Buy,Yes
607,10.038,Sell,Buy,Hold,Buy,Buy,Yes
608,10.202,Sell,Buy,Hold,Buy,Buy,Yes
609,10.086,Sell,Buy,Hold,Buy,Buy,Yes
610,10.4,Sell,Buy,Hold,Buy,Buy,Yes
611,10.24,Sell,Buy,Hold,Buy,Buy,Yes
612,10.988,Sell,Buy,Hold,Buy,Buy,Yes
613,10.798,Sell,Buy,Hold,Buy,Buy,Yes
614,10.655999999999999,Hold,Buy,Hold,Buy,Buy,Yes
615,10.822000000000001,Hold,Buy,Hold,Buy,Buy,Yes
616,10.91,Hold,Buy,Hold,Buy,Buy,Yes
617,11.9,Sell,Buy,Hold,Buy,Buy,Yes
618,11.102,Hold,Buy,Hold,Buy,Buy,Yes
619,11.158,Hold,Buy,Hold,Buy,Buy,Yes
620,13.88,Sell,Buy,Hold,Buy,Buy,Yes
621,15.352,Sell,Buy,Hold,Buy,Buy,Yes
622,17.559998999999998,Sell,Buy,Hold,Buy,Buy,Yes
623,16.648001,Sell,Buy,Hold,Buy,Buy,Yes
624,16.968,Sell,Buy,Hold,Buy,Buy,Yes
625,18.450001,Sell,Buy,Hold,Buy,Buy,Yes
626,18.299999,Sell,Buy,Hold,Buy,Buy,Yes
627,17.988001,Sell,Buy,Hold,Buy,Buy,Yes
628,17.518,Hold,Buy,Hold,Buy,Buy,Yes
629,17.448,Hold,Buy,Hold,Buy,Buy,Yes
630,18.546,Sell,Buy,Hold,Buy,Buy,Yes
631,19.416,Sell,Buy,Hold,Buy,Buy,Yes
632,22.066,Sell,Buy,Hold,Buy,Buy,Yes
633,20.926001,Hold,Buy,Hold,Buy,Buy,Yes
634,20.99,Hold,Buy,Hold,Buy,Buy,Yes
635,19.552,Hold,Buy,Hold,Buy,Buy,Yes
636,18.518,Hold,Sell,Sell,Buy,Buy,Yes
637,18.968,Hold,Sell,Sell,Buy,Buy,Yes
638,19.073999,Hold,Sell,Sell,Buy,Buy,Yes
639,19.469998999999998,Hold,Sell,Sell,Buy,Buy,Yes
640,20.408001000000002,Hold,Sell,Hold,Buy,Buy,Yes
641,20.01,Hold,Sell,Sell,Buy,Buy,Yes
642,18.893998999999997,Hold,Sell,Sell,Buy,Buy,Yes
643,19.546,Hold,Sell,Sell,Buy,Buy,Yes
644,19.636,Hold,Sell,Sell,Buy,Buy,Yes
645,20.059998999999998,Hold,Sell,Sell,Buy,Buy,Yes
646,20.440001000000002,Hold,Sell,Sell,Buy,Buy,Yes
647,20.677999,Hold,Sell,Sell,Buy,Buy,Yes
648,20.936001,Hold,Sell,Hold,Buy,Buy,Yes
649,20.129998999999998,Hold,Sell,Sell,Buy,Buy,Yes
650,19.91,Hold,Sell,Sell,Buy,Buy,Yes
651,20.298,Hold,Sell,Sell,Buy,Buy,Yes
652,20.48,Hold,Sell,Sell,Buy,Buy,Yes
653,21.143998999999997,Hold,Sell,Hold,Buy,Buy,Yes
654,21.85,Hold,Sell,Hold,Buy,Buy,Yes
655,21.471999999999998,Hold,Sell,Hold,Buy,Buy,Yes
656,23.436001,Sell,Buy,Hold,Buy,Buy,Yes
657,23.563999,Sell,Buy,Hold,Buy,Buy,Yes
658,23.048000000000002,Hold,Buy,Hold,Buy,Buy,Yes
659,24.018,Sell,Buy,Hold,Buy,Buy,Yes
660,24.322001,Sell,Buy,Hold,Buy,Buy,Yes
661,24.690001000000002,Sell,Buy,Hold,Buy,Buy,Yes
662,24.454,Hold,Buy,Hold,Buy,Buy,Yes
663,25.122,Sell,Buy,Hold,Buy,Buy,Yes
664,25.98,Sell,Buy,Hold,Buy,Buy,Yes
665,25.451999999999998,Hold,Buy,Hold,Buy,Buy,Yes
666,21.809998999999998,Hold,Sell,Sell,Buy,Buy,Yes
667,24.049999,Hold,Sell,Hold,Buy,Buy,Yes
668,23.805999999999997,Hold,Sell,Sell,Buy,Buy,Yes
669,23.936001,Hold,Sell,Sell,Buy,Buy,Yes
670,24.486,Hold,Sell,Hold,Buy,Buy,Yes
671,24.548000000000002,Hold,Sell,Hold,Buy,Buy,Yes
672,24.34,Hold,Sell,Sell,Buy,Buy,Yes
673,24.813999,Hold,Sell,Hold,Buy,Buy,Yes
674,25.878,Hold,Sell,Hold,Buy,Buy,Yes
675,26.924,Hold,Buy,Hold,Buy,Buy,Yes
676,26.348000000000003,Hold,Buy,Hold,Buy,Buy,Yes
677,26.856001000000003,Hold,Buy,Hold,Buy,Buy,Yes
678,27.110001,Hold,Buy,Hold,Buy,Buy,Yes
679,27.6,Hold,Buy,Hold,Buy,Buy,Yes
680,28.936001,Sell,Buy,Hold,Buy,Buy,Yes
681,28.43,Hold,Buy,Hold,Buy,Buy,Yes
682,26.846001,Hold,Buy,Hold,Buy,Buy,Yes
683,30.695999,Hold,Buy,Hold,Buy,Buy,Yes
684,30.6,Hold,Buy,Hold,Buy,Buy,Yes
685,29.476,Hold,Buy,Hold,Buy,Buy,Yes
686,29.086,Hold,Buy,Hold,Buy,Buy,Yes
687,27.872,Hold,Sell,Sell,Buy,Buy,Yes
688,27.934,Hold,Sell,Sell,Buy,Buy,Yes
689,28.4,Hold,Sell,Sell,Buy,Buy,Yes
690,28.98,Hold,Sell,Hold,Buy,Buy,Yes
691,29.916,Hold,Sell,Hold,Buy,Buy,Yes
692,29.572001,Hold,Sell,Hold,Buy,Buy,Yes
693,31.42,Hold,Buy,Hold,Buy,Buy,Yes
694,32.368,Sell,Buy,Hold,Buy,Buy,Yes
695,32.844002,Sell,Buy,Hold,Buy,Buy,Yes
696,33.402,Sell,Buy,Hold,Buy,Buy,Yes
697,33.290001000000004,Sell,Buy,Hold,Buy,Buy,Yes
698,33.212002000000005,Sell,Buy,Hold,Buy,Buy,Yes
699,33.799999,Sell,Buy,Hold,Buy,Buy,Yes
700,33.787997999999995,Sell,Buy,Hold,Buy,Buy,Yes
701,34.124001,Sell,Buy,Hold,Buy,Buy,Yes
702,33.986,Sell,Buy,Hold,Buy,Buy,Yes
703,33.394001,Hold,Buy,Hold,Buy,Buy,Yes
704,32.139998999999996,Hold,Sell,Sell,Buy,Buy,Yes
705,33.273998,Hold,Sell,Hold,Buy,Buy,Yes
706,32.703998999999996,Hold,Sell,Sell,Buy,Buy,Yes
707,32.986,Hold,Sell,Sell,Buy,Buy,Yes
708,33.108002,Hold,Sell,Sell,Buy,Buy,Yes
709,33.316002000000005,Hold,Sell,Sell,Buy,Buy,Yes
710,33.245998,Hold,Sell,Sell,Buy,Buy,Yes
711,33.243999,Hold,Sell,Sell,Buy,Buy,Yes
712,35.584,Sell,Sell,Hold,Buy,Buy,Yes
713,36.678001,Sell,Buy,Hold,Buy,Buy,Yes
714,36.222,Sell,Buy,Hold,Buy,Buy,Yes
715,36.466,Sell,Buy,Hold,Buy,Buy,Yes
716,37.048,Sell,Buy,Hold,Buy,Buy,Yes
717,37.728001,Sell,Buy,Hold,Buy,Buy,Yes
718,38.18,Sell,Buy,Hold,Buy,Buy,Yes
719,38.674,Sell,Buy,Hold,Buy,Buy,Yes
720,38.599998,Sell,Buy,Hold,Buy,Buy,No
721,36.189999,Hold,Buy,Sell,Buy,Buy,No
722,34.661999,Hold,Sell,Sell,Buy,Buy,No
723,36.195999,Hold,Sell,Sell,Buy,Buy,No
724,36.613997999999995,Hold,Sell,Sell,Buy,Buy,No
725,34.945999,Hold,Sell,Sell,Buy,Buy,No
726,33.756001,Hold,Sell,Sell,Buy,Buy,No
727,34.585999,Hold,Sell,Sell,Buy,Buy,No
728,35.740002000000004,Hold,Sell,Sell,Buy,Buy,No
729,35.944,Hold,Sell,Sell,Buy,Buy,No
730,36.787997999999995,Hold,Sell,Sell,Buy,Buy,No
731,36.712002000000005,Hold,Sell,Sell,Buy,Buy,No
732,36.560001,Hold,Sell,Sell,Buy,Buy,No
733,36.68,Hold,Sell,Sell,Buy,Buy,No
734,34.52,Hold,Sell,Sell,Buy,Buy,No
735,34.307999,Hold,Sell,Sell,Buy,Buy,No
736,32.900002,Hold,Sell,Sell,Buy,Buy,No
737,34.630001,Hold,Sell,Sell,Buy,Buy,No
738,33.931999,Hold,Sell,Sell,Buy,Buy,No
739,32.571999,Hold,Sell,Sell,Buy,Sell,No
740,32.894001,Hold,Sell,Sell,Buy,Sell,No
741,31.844,Hold,Sell,Sell,Buy,Sell,No
742,31.988001,Hold,Sell,Sell,Buy,Sell,No
743,32.433997999999995,Hold,Sell,Sell,Buy,Sell,No
744,35.040001000000004,Hold,Sell,Sell,Buy,Sell,No
745,35.361999999999995,Hold,Sell,Sell,Buy,Sell,No
746,30.232,Hold,Sell,Sell,Buy,Sell,No
747,27.954,Hold,Sell,Sell,Buy,Sell,No
748,27.59,Buy,Sell,Sell,Buy,Sell,No
749,28.940001000000002,Hold,Sell,Sell,Buy,Sell,No
750,27.559998999999998,Hold,Sell,Sell,Buy,Sell,No
751,27.74,Hold,Sell,Sell,Buy,Sell,No
752,27.52,Hold,Sell,Sell,Buy,Sell,No
753,27.09,Hold,Sell,Sell,Buy,Sell,No
754,24.316,Buy,Sell,Buy,Buy,Sell,No
755,25.218000000000004,Hold,Sell,Buy,Buy,Sell,No
756,24.221999999999998,Buy,Sell,Buy,Buy,Sell,No
757,24.42,Hold,Sell,Buy,Buy,Sell,No
758,24.275999,Hold,Sell,Buy,Buy,Sell,No
759,24.167999,Hold,Sell,Buy,Sell,Sell,No
760,24.1,Hold,Sell,Buy,Sell,Sell,No
761,25.388,Hold,Sell,Sell,Sell,Sell,Yes
762,25.455999,Hold,Buy,Sell,Sell,Sell,Yes
763,24.834,Hold,Buy,Sell,Sell,Sell,Yes
764,28.940001000000002,Hold,Buy,Sell,Sell,Sell,Yes
765,27.790001,Hold,Buy,Sell,Sell,Sell,Yes
766,28.096001,Hold,Buy,Sell,Sell,Sell,Yes
767,27.471999999999998,Hold,Buy,Sell,Sell,Sell,Yes
768,28.32,Hold,Buy,Sell,Sell,Sell,Yes
769,28.438000000000002,Hold,Buy,Sell,Sell,Sell,Yes
770,27.93,Hold,Buy,Sell,Sell,Sell,Yes
771,29.493999,Hold,Buy,Sell,Sell,Sell,Yes
772,29.530001000000002,Hold,Buy,Sell,Sell,Sell,Yes
773,29.587999,Hold,Buy,Sell,Sell,Sell,Yes
774,30.492001000000002,Hold,Buy,Hold,Sell,Sell,Yes
775,29.596001,Hold,Buy,Hold,Sell,Sell,Yes
776,28.143998999999997,Hold,Buy,Sell,Sell,Sell,Yes
777,28.648001,Hold,Buy,Sell,Sell,Sell,Yes
778,28.709999,Hold,Buy,Sell,Sell,Buy,Yes
779,30.281999999999996,Hold,Buy,Hold,Sell,Buy,Yes
780,31.1,Hold,Buy,Hold,Sell,Buy,Yes
781,30.224001,Hold,Buy,Hold,Sell,Buy,Yes
782,30.488001,Hold,Buy,Hold,Sell,Buy,Yes
783,30.086,Hold,Buy,Hold,Sell,Buy,Yes
784,30.02,Hold,Buy,Sell,Sell,Buy,Yes
785,29.912001,Hold,Buy,Sell,Sell,Buy,Yes
786,29.4,Hold,Buy,Sell,Sell,Buy,Yes
787,29.872,Hold,Buy,Sell,Sell,Buy,Yes
788,30.256001,Hold,Buy,Sell,Sell,Buy,Yes
789,29.506001,Hold,Sell,Sell,Sell,Buy,Yes
790,29.143998999999997,Hold,Sell,Sell,Sell,Buy,Yes
791,27.868000000000002,Hold,Sell,Sell,Sell,Buy,Yes
792,32.254002,Hold,Buy,Hold,Sell,Buy,Yes
793,32.826,Hold,Buy,Hold,Sell,Buy,Yes
794,34.194,Sell,Buy,Hold,Sell,Buy,Yes
795,34.001999,Hold,Buy,Hold,Sell,Buy,Yes
796,35.335999,Sell,Buy,Hold,Sell,Buy,Yes
797,35.712002000000005,Sell,Buy,Hold,Sell,Buy,Yes
798,36.299999,Sell,Buy,Hold,Sell,Buy,Yes
799,34.919998,Hold,Buy,Hold,Sell,Buy,Yes
800,33.924,Hold,Buy,Hold,Sell,Buy,Yes
801,35.675999,Hold,Buy,Hold,Sell,Buy,Yes
802,35.046001000000004,Hold,Buy,Hold,Sell,Buy,Yes
803,36.568001,Hold,Buy,Hold,Sell,Buy,Yes
804,36.282001,Hold,Buy,Hold,Buy,Buy,Yes
805,35.422001,Hold,Buy,Hold,Buy,Buy,Yes
806,35.745998,Hold,Buy,Hold,Buy,Buy,Yes
807,34.883998999999996,Hold,Sell,Sell,Buy,Buy,Yes
808,35.675999,Hold,Sell,Hold,Buy,Buy,Yes
809,37.306,Hold,Sell,Hold,Buy,Buy,Yes
810,39.312,Sell,Buy,Hold,Buy,Buy,Yes
811,39.324001,Sell,Buy,Hold,Buy,Buy,Yes
812,39.063999,Hold,Buy,Hold,Buy,Buy,Yes
813,39.925999,Sell,Buy,Hold,Buy,Buy,Yes
814,39.646,Hold,Buy,Hold,Buy,Buy,Yes
815,40.740002000000004,Sell,Buy,Hold,Buy,Buy,Yes
816,38.728001,Hold,Buy,Hold,Buy,Buy,Yes
817,41.993999,Hold,Buy,Hold,Buy,Buy,Yes
818,41.919998,Hold,Buy,Hold,Buy,Buy,Yes
819,43.529999,Sell,Buy,Hold,Buy,Buy,Yes
820,49.599998,Sell,Buy,Hold,Buy,Buy,Yes
821,50.599998,Sell,Buy,Hold,Buy,Buy,Yes
822,50.507999,Sell,Buy,Hold,Buy,Buy,Yes
823,48.962002000000005,Hold,Buy,Hold,Buy,Buy,Yes
824,50.111999999999995,Sell,Buy,Hold,Buy,Buy,Yes
825,50.967999,Sell,Buy,Hold,Buy,Buy,Yes
826,50.532001,Sell,Buy,Hold,Buy,Buy,Yes
827,50.588001,Sell,Buy,Hold,Buy,Buy,Yes
828,49.242001,Hold,Buy,Hold,Buy,Buy,No
829,47.768002,Hold,Sell,Sell,Buy,Buy,No
830,46.882,Hold,Sell,Sell,Buy,Buy,No
831,48.298,Hold,Sell,Sell,Buy,Buy,No
832,47.557999,Hold,Sell,Sell,Buy,Buy,No
833,46.193999999999996,Hold,Sell,Sell,Buy,Buy,No
834,46.796001000000004,Hold,Sell,Sell,Buy,Buy,No
835,48.007999,Hold,Sell,Sell,Buy,Buy,No
836,47.167999,Hold,Sell,Sell,Buy,Buy,No
837,46.981998,Hold,Sell,Sell,Buy,Buy,No
838,45.778,Hold,Sell,Sell,Buy,Buy,No
839,44.034,Hold,Sell,Sell,Buy,Buy,No
840,44.088001,Hold,Sell,Sell,Buy,Buy,No
841,42.591999,Buy,Sell,Sell,Buy,Buy,No
842,41.464001,Buy,Sell,Sell,Buy,Buy,No
843,42.473999,Hold,Sell,Sell,Buy,Buy,No
844,41.689999,Hold,Sell,Sell,Buy,Buy,No
845,43.394001,Hold,Sell,Sell,Buy,Buy,No
846,46.057999,Hold,Sell,Sell,Buy,Buy,No
847,45.080002,Hold,Sell,Sell,Buy,Buy,No
848,42.445999,Hold,Sell,Sell,Buy,Sell,No
849,41.504002,Hold,Sell,Sell,Buy,Sell,No
850,43.091999,Hold,Sell,Sell,Buy,Sell,No
851,43.386002000000005,Hold,Sell,Sell,Buy,Sell,No
852,40.838001,Hold,Sell,Sell,Buy,Sell,No
853,40.756001,Hold,Sell,Sell,Buy,Sell,No
854,39.618,Hold,Sell,Sell,Buy,Sell,No
855,38.782001,Hold,Sell,Sell,Buy,Sell,No
856,39.821999,Hold,Sell,Sell,Buy,Sell,No
857,39.624001,Hold,Sell,Sell,Buy,Sell,No
858,40.875999,Hold,Sell,Sell,Buy,Sell,No
859,43.728001,Hold,Sell,Sell,Buy,Sell,No
860,41.598,Hold,Buy,Sell,Buy,Sell,No
861,41.571999,Hold,Buy,Sell,Buy,Sell,No
862,39.970001,Hold,Buy,Sell,Buy,Sell,No
863,39.702,Hold,Sell,Sell,Buy,Sell,No
864,41.383998999999996,Hold,Buy,Sell,Buy,Sell,No
865,41.577999,Hold,Buy,Sell,Buy,Sell,No
866,41.546001000000004,Hold,Buy,Sell,Buy,Sell,No
867,42.181999,Hold,Buy,Sell,Buy,Sell,No
868,43.321999,Hold,Buy,Sell,Buy,Sell,No
869,41.456001,Hold,Buy,Sell,Buy,Sell,No
870,40.27,Hold,Buy,Sell,Buy,Sell,No
871,35.717999,Buy,Sell,Sell,Buy,Sell,No
872,36.452,Hold,Sell,Sell,Buy,Sell,No
873,36.933997999999995,Hold,Sell,Sell,Buy,Sell,No
874,38.032001,Hold,Sell,Sell,Buy,Sell,Yes
875,38.124001,Hold,Sell,Sell,Buy,Sell,Yes
876,37.717999,Hold,Sell,Sell,Buy,Sell,Yes
877,38.312,Hold,Sell,Sell,Buy,Sell,Yes
878,39.217999,Hold,Sell,Sell,Buy,Sell,Yes
879,39.060001,Hold,Buy,Sell,Buy,Sell,Yes
880,39.889998999999996,Hold,Buy,Sell,Sell,Sell,Yes
881,40.976002,Hold,Buy,Sell,Sell,Sell,Yes
882,41.459998999999996,Hold,Buy,Sell,Sell,Sell,Yes
883,42.312,Hold,Buy,Hold,Sell,Sell,Yes
884,42.048,Hold,Buy,Sell,Sell,Sell,Yes
885,42.048,Hold,Buy,Sell,Sell,Sell,Yes
886,41.554001,Hold,Buy,Sell,Sell,Sell,Yes
887,40.939999,Hold,Buy,Sell,Sell,Sell,Yes
888,40.987999,Hold,Buy,Sell,Sell,Sell,Yes
889,40.798,Hold,Buy,Sell,Sell,Sell,Yes
890,41.380001,Hold,Buy,Sell,Sell,Buy,Yes
891,41.633998999999996,Hold,Buy,Sell,Sell,Buy,Yes
892,41.062,Hold,Buy,Sell,Sell,Buy,Yes
893,40.459998999999996,Hold,Buy,Sell,Sell,Buy,Yes
894,40.894001,Hold,Buy,Sell,Sell,Buy,Yes
895,40.703998999999996,Hold,Buy,Sell,Sell,Buy,Yes
896,41.284,Hold,Buy,Sell,Sell,Buy,Yes
897,44.922001,Sell,Buy,Hold,Sell,Buy,Yes
898,46.333999999999996,Sell,Buy,Hold,Sell,Buy,Yes
899,45.424,Hold,Buy,Hold,Sell,Buy,Yes
900,45.557999,Hold,Buy,Hold,Sell,Buy,Yes
901,45.917999,Sell,Buy,Hold,Sell,Buy,Yes
902,47.443999999999996,Sell,Buy,Hold,Sell,Buy,Yes
903,46.5,Hold,Buy,Hold,Sell,Buy,Yes
904,47.377998,Hold,Buy,Hold,Sell,Buy,Yes
905,47.119999,Hold,Buy,Hold,Sell,Buy,Yes
906,47.812,Hold,Buy,Hold,Sell,Buy,Yes
907,48.012001,Sell,Buy,Hold,Buy,Buy,Yes
908,47.943999999999996,Hold,Buy,Hold,Buy,Buy,Yes
