,Closing,RSI,MACD,BB,SMA1,SMA2,Decision
909,45.886002000000005,Hold,Buy,Sell,Buy,Buy,Yes
910,45.849998,Hold,Sell,Sell,Buy,Buy,Yes
911,44.532001,Hold,Sell,Sell,Buy,Buy,Yes
912,43.813999,Hold,Sell,Sell,Buy,Buy,Yes
913,44.611999999999995,Hold,Sell,Sell,Buy,Buy,Yes
914,43.891998,Hold,Sell,Sell,Buy,Buy,Yes
915,43.625999,Hold,Sell,Sell,Buy,Buy,Yes
916,45.34,Hold,Sell,Sell,Buy,Buy,Yes
917,43.916000000000004,Hold,Sell,Sell,Buy,Buy,Yes
918,43.431999,Hold,Sell,Sell,Buy,Buy,Yes
919,43.080002,Hold,Sell,Sell,Buy,Buy,Yes
920,44.004002,Hold,Sell,Sell,Buy,Buy,Yes
921,44.108002,Hold,Sell,Sell,Buy,Buy,Yes
922,43.916000000000004,Hold,Sell,Sell,Buy,Buy,Yes
923,44.498001,Hold,Sell,Sell,Buy,Buy,Yes
924,44.708,Hold,Sell,Sell,Buy,Buy,Yes
925,44.714001,Hold,Sell,Sell,Buy,Sell,Yes
926,44.964001,Hold,Sell,Sell,Buy,Sell,Yes
927,45.001999,Hold,Sell,Sell,Buy,Sell,Yes
928,45.784,Hold,Buy,Sell,Buy,Sell,Yes
929,44.66,Hold,Buy,Sell,Buy,Sell,Yes
930,46.653999,Hold,Buy,Sell,Buy,Sell,Yes
931,47.703998999999996,Hold,Buy,Hold,Buy,Sell,Yes
932,47.698002,Hold,Buy,Hold,Buy,Sell,Yes
933,49.785999,Sell,Buy,Hold,Buy,Buy,Yes
934,50.478001,Sell,Buy,Hold,Buy,Buy,Yes
935,49.625999,Hold,Buy,Hold,Buy,Buy,Yes
936,51.863997999999995,Sell,Buy,Hold,Buy,Buy,Yes
937,51.992001,Sell,Buy,Hold,Buy,Buy,Yes
938,52.062,Sell,Buy,Hold,Buy,Buy,Yes
939,52.276001,Sell,Buy,Hold,Buy,Buy,Yes
940,52.402,Sell,Buy,Hold,Buy,Buy,Yes
941,51.987999,Hold,Buy,Hold,Buy,Buy,Yes
942,51.352001,Hold,Buy,Hold,Buy,Buy,Yes
943,51.141998,Hold,Buy,Hold,Buy,Buy,Yes
944,50.868,Hold,Buy,Hold,Buy,Buy,Yes
945,51.355999,Hold,Sell,Hold,Buy,Buy,Yes
946,52.509997999999996,Hold,Sell,Hold,Buy,Buy,Yes
947,52.348,Hold,Sell,Hold,Buy,Buy,Yes
948,52.650002,Hold,Sell,Hold,Buy,Buy,Yes
949,52.771999,Hold,Sell,Hold,Buy,Buy,Yes
950,53.939999,Sell,Buy,Hold,Buy,Buy,Yes
951,56.824001,Sell,Buy,Hold,Buy,Buy,Yes
952,56.237999,Sell,Buy,Hold,Buy,Buy,Yes
953,57.208,Sell,Buy,Hold,Buy,Buy,Yes
954,55.478001,Hold,Buy,Hold,Buy,Buy,No
955,56.422001,Hold,Buy,Hold,Buy,Buy,No
956,55.695999,Hold,Buy,Hold,Buy,Buy,No
957,56.220001,Hold,Buy,Hold,Buy,Buy,No
958,56.062,Hold,Sell,Hold,Buy,Buy,No
959,55.84,Hold,Sell,Hold,Buy,Buy,No
960,50.771999,Hold,Sell,Sell,Buy,Buy,No
961,52.147999,Hold,Sell,Sell,Buy,Buy,No
962,52.276001,Hold,Sell,Sell,Buy,Buy,No
963,52.763999999999996,Hold,Sell,Sell,Buy,Buy,No
964,51.863997999999995,Hold,Sell,Sell,Buy,Buy,No
965,50.006001,Hold,Sell,Sell,Buy,Buy,No
966,50.082001,Hold,Sell,Sell,Buy,Buy,No
967,50.428001,Hold,Sell,Sell,Buy,Buy,No
968,49.389998999999996,Hold,Sell,Sell,Buy,Buy,No
969,49.32,Hold,Sell,Sell,Buy,Buy,No
970,49.051998,Hold,Sell,Sell,Buy,Sell,No
971,48.535999,Buy,Sell,Sell,Buy,Sell,No
972,48.048,Buy,Sell,Sell,Buy,Sell,No
973,50.284,Hold,Sell,Sell,Buy,Sell,No
974,51.042,Hold,Sell,Sell,Buy,Sell,No
975,52.124001,Hold,Sell,Sell,Buy,Sell,No
976,51.914001,Hold,Buy,Sell,Buy,Sell,No
977,51.855999,Hold,Buy,Sell,Buy,Sell,No
978,51.402,Hold,Buy,Sell,Buy,Sell,No
979,47.382,Hold,Sell,Sell,Buy,Sell,No
980,44.917999,Buy,Sell,Sell,Buy,Sell,No
981,45.411999,Buy,Sell,Sell,Buy,Sell,Yes
982,45.939999,Hold,Sell,Sell,Buy,Sell,Yes
983,45.27,Hold,Sell,Sell,Buy,Sell,Yes
984,45.495998,Hold,Sell,Sell,Buy,Sell,Yes
985,46.094002,Hold,Sell,Sell,Buy,Sell,Yes
986,47.068001,Hold,Sell,Sell,Buy,Sell,Yes
987,46.220001,Hold,Sell,Sell,Buy,Sell,Yes
988,47.057999,Hold,Sell,Sell,Buy,Sell,Yes
989,47.048,Hold,Buy,Sell,Buy,Sell,Yes
990,44.333999999999996,Hold,Sell,Sell,Buy,Sell,Yes
991,48.554001,Hold,Buy,Sell,Buy,Sell,Yes
992,47.619999,Hold,Buy,Sell,Buy,Sell,Yes
993,47.731998,Hold,Buy,Sell,Sell,Sell,Yes
994,48.34,Hold,Buy,Sell,Sell,Sell,Yes
995,48.518002,Hold,Buy,Sell,Sell,Sell,Yes
996,47.785999,Hold,Buy,Sell,Sell,Sell,Yes
997,46.193999999999996,Hold,Buy,Sell,Sell,Sell,Yes
998,48.243999,Hold,Buy,Sell,Sell,Sell,Yes
999,48.040001000000004,Hold,Buy,Sell,Sell,Sell,Yes
1000,48.386002000000005,Hold,Buy,Sell,Sell,Sell,Yes
1001,50.216,Hold,Buy,Hold,Sell,Sell,Yes
1002,49.82,Hold,Buy,Sell,Sell,Sell,Yes
1003,50.34,Hold,Buy,Hold,Sell,Sell,Yes
1004,51.736000000000004,Hold,Buy,Hold,Sell,Sell,Yes
1005,50.796001000000004,Hold,Buy,Hold,Sell,Buy,Yes
1006,51.540001000000004,Hold,Buy,Hold,Sell,Buy,Yes
1007,49.548,Hold,Buy,Sell,Sell,Buy,No
1008,49.742001,Hold,Buy,Sell,Sell,Buy,No
1009,48.556000000000004,Hold,Buy,Sell,Sell,Buy,No
1010,49.344002,Hold,Buy,Sell,Sell,Buy,No
1011,49.618,Hold,Buy,Sell,Sell,Buy,No
1012,49.688,Hold,Buy,Sell,Sell,Buy,No
1013,48.903999,Hold,Sell,Sell,Sell,Buy,No
1014,46.327999,Hold,Sell,Sell,Sell,Buy,No
1015,46.285999,Hold,Sell,Sell,Sell,Buy,No
1016,45.860001000000004,Hold,Sell,Sell,Sell,Buy,No
1017,45.655998,Buy,Sell,Sell,Sell,Buy,No
1018,44.742001,Buy,Sell,Sell,Sell,Buy,No
1019,42.872002,Buy,Sell,Buy,Sell,Buy,No
1020,43.377998,Buy,Sell,Buy,Sell,Sell,No
1021,41.967999,Buy,Sell,Buy,Sell,Sell,No
1022,41.776001,Buy,Sell,Buy,Sell,Sell,No
1023,41.400002,Buy,Sell,Buy,Sell,Sell,No
1024,40.807999,Buy,Sell,Buy,Sell,Sell,No
1025,39.562,Buy,Sell,Buy,Sell,Sell,No
1026,41.164001,Hold,Sell,Buy,Sell,Sell,No
1027,43.652,Hold,Sell,Sell,Sell,Sell,No
1028,43.858002,Hold,Sell,Sell,Sell,Sell,No
1029,44.52,Hold,Buy,Sell,Sell,Sell,No
1030,44.193999999999996,Hold,Buy,Sell,Sell,Sell,No
1031,44.452,Hold,Buy,Sell,Sell,Sell,No
1032,45.563999,Hold,Buy,Sell,Sell,Sell,No
1033,45.141998,Hold,Buy,Sell,Sell,Sell,No
1034,44.445999,Hold,Buy,Sell,Sell,Sell,No
1035,44.481998,Hold,Buy,Sell,Sell,Sell,No
1036,43.861999999999995,Hold,Buy,Sell,Sell,Sell,No
1037,42.018002,Hold,Buy,Sell,Sell,Sell,No
1038,42.256001,Hold,Buy,Sell,Sell,Sell,No
1039,42.189999,Hold,Buy,Sell,Sell,Sell,No
1040,42.124001,Hold,Sell,Sell,Sell,Sell,No
1041,41.332001,Hold,Sell,Sell,Sell,Sell,No
1042,40.442001,Buy,Sell,Buy,Sell,Sell,No
1043,40.849998,Hold,Sell,Sell,Sell,Sell,No
1044,38.537997999999995,Buy,Sell,Buy,Sell,Sell,No
1045,38.374001,Buy,Sell,Buy,Sell,Sell,No
1046,38.613997999999995,Buy,Sell,Buy,Sell,Sell,No
1047,38.386002000000005,Buy,Sell,Buy,Sell,Sell,No
1048,39.313999,Hold,Sell,Sell,Sell,Sell,No
1049,40.324001,Hold,Sell,Sell,Sell,Sell,No
1050,40.257999,Hold,Buy,Sell,Sell,Sell,No
1051,41.310001,Hold,Buy,Sell,Sell,Sell,No
1052,41.195999,Hold,Buy,Sell,Sell,Sell,No
1053,39.874001,Hold,Buy,Sell,Sell,Sell,No
1054,41.040001000000004,Hold,Buy,Sell,Sell,Sell,No
1055,40.720001,Hold,Buy,Sell,Sell,Sell,No
1056,42.188,Hold,Buy,Sell,Sell,Sell,No
1057,43.672001,Hold,Buy,Sell,Sell,Sell,No
1058,43.709998999999996,Hold,Buy,Sell,Sell,Sell,No
1059,44.198002,Sell,Buy,Hold,Sell,Sell,No
1060,43.472,Hold,Buy,Sell,Sell,Sell,No
1061,43.495998,Hold,Buy,Sell,Sell,Sell,No
1062,43.257999,Hold,Buy,Sell,Sell,Sell,No
1063,42.560001,Hold,Buy,Sell,Sell,Buy,No
1064,40.576,Hold,Buy,Sell,Sell,Buy,No
1065,40.754002,Hold,Buy,Sell,Sell,Buy,No
1066,40.869999,Hold,Sell,Sell,Sell,Buy,No
1067,40.891998,Hold,Sell,Sell,Sell,Buy,No
1068,42.341999,Hold,Sell,Sell,Sell,Buy,No
1069,43.422001,Hold,Buy,Hold,Sell,Buy,No
1070,41.467999,Hold,Buy,Sell,Sell,Buy,No
1071,40.821999,Hold,Sell,Sell,Sell,Buy,No
1072,40.751999,Hold,Sell,Sell,Sell,Buy,No
1073,41.438,Hold,Sell,Sell,Sell,Buy,No
1074,40.667999,Hold,Sell,Sell,Sell,Buy,No
1075,39.466,Hold,Sell,Sell,Sell,Buy,No
1076,39.911999,Hold,Sell,Sell,Sell,Buy,No
1077,40.487999,Hold,Sell,Sell,Sell,Sell,No
1078,40.125999,Hold,Sell,Sell,Sell,Sell,No
1079,38.776001,Hold,Sell,Sell,Sell,Sell,No
1080,38.175999,Hold,Sell,Sell,Sell,Sell,No
1081,38.063999,Hold,Sell,Sell,Sell,Sell,No
1082,38.748001,Hold,Sell,Sell,Sell,Sell,No
1083,38.214001,Hold,Sell,Sell,Sell,Sell,No
1084,37.736,Hold,Sell,Sell,Sell,Sell,No
1085,39.139998999999996,Hold,Sell,Sell,Sell,Sell,No
1086,38.945999,Hold,Sell,Sell,Sell,Sell,No
1087,40.141998,Hold,Buy,Sell,Sell,Sell,No
1088,39.130001,Hold,Buy,Sell,Sell,Sell,No
1089,39.616001000000004,Hold,Buy,Sell,Sell,Sell,No
1090,39.925999,Hold,Buy,Sell,Sell,Sell,No
1091,40.344002,Hold,Buy,Sell,Sell,Sell,No
1092,38.860001000000004,Hold,Buy,Sell,Sell,Sell,No
1093,38.082001,Hold,Buy,Sell,Sell,Sell,No
1094,37.0,Hold,Sell,Buy,Sell,Sell,No
1095,38.113997999999995,Hold,Sell,Sell,Sell,Sell,Yes
1096,37.754002,Hold,Sell,Sell,Sell,Sell,Yes
1097,37.518002,Hold,Sell,Sell,Sell,Sell,Yes
1098,38.200001,Hold,Sell,Sell,Sell,Sell,Yes
1099,40.619999,Hold,Buy,Hold,Sell,Sell,Yes
1100,40.650002,Hold,Buy,Hold,Sell,Sell,Yes
1101,41.534,Hold,Buy,Hold,Sell,Sell,Yes
1102,42.018002,Hold,Buy,Hold,Sell,Sell,Yes
1103,42.18,Sell,Buy,Hold,Sell,Sell,Yes
1104,41.956001,Hold,Buy,Hold,Sell,Sell,Yes
1105,41.492001,Hold,Buy,Hold,Sell,Sell,Yes
1106,41.566002000000005,Hold,Buy,Hold,Sell,Sell,Yes
1107,41.34,Hold,Buy,Hold,Sell,Buy,Yes
1108,41.358002,Hold,Buy,Hold,Sell,Buy,Yes
1109,41.054001,Hold,Buy,Sell,Sell,Buy,Yes
1110,41.882,Hold,Buy,Hold,Sell,Buy,Yes
1111,43.888000000000005,Sell,Buy,Hold,Sell,Buy,Yes
1112,43.720001,Sell,Buy,Hold,Sell,Buy,Yes
1113,43.686001,Sell,Buy,Hold,Sell,Buy,Yes
1114,46.310001,Sell,Buy,Hold,Sell,Buy,Yes
1115,46.096001,Sell,Buy,Hold,Sell,Buy,Yes
1116,46.490002000000004,Sell,Buy,Hold,Sell,Buy,Yes
1117,45.209998999999996,Hold,Buy,Hold,Sell,Buy,Yes
1118,45.206001,Hold,Buy,Hold,Buy,Buy,Yes
1119,46.102001,Hold,Buy,Hold,Buy,Buy,Yes
1120,46.59,Hold,Buy,Hold,Buy,Buy,Yes
1121,46.085999,Hold,Buy,Hold,Buy,Buy,Yes
1122,47.360001000000004,Hold,Buy,Hold,Buy,Buy,Yes
1123,47.321999,Hold,Buy,Hold,Buy,Buy,Yes
1124,47.897999,Sell,Buy,Hold,Buy,Buy,Yes
1125,48.948002,Sell,Buy,Hold,Buy,Buy,Yes
1126,48.636002000000005,Sell,Buy,Hold,Buy,Buy,Yes
1127,48.82,Sell,Buy,Hold,Buy,Buy,Yes
1128,49.768002,Sell,Buy,Hold,Buy,Buy,Yes
1129,49.75,Sell,Buy,Hold,Buy,Buy,Yes
1130,49.428001,Hold,Buy,Hold,Buy,Buy,Yes
1131,48.869999,Hold,Buy,Hold,Buy,Buy,Yes
1132,49.124001,Hold,Sell,Hold,Buy,Buy,Yes
1133,49.546001000000004,Hold,Sell,Hold,Buy,Buy,Yes
1134,49.492001,Hold,Sell,Hold,Buy,Buy,Yes
1135,49.486000000000004,Hold,Sell,Hold,Buy,Buy,Yes
1136,50.290001000000004,Sell,Sell,Hold,Buy,Buy,Yes
1137,50.16,Hold,Sell,Hold,Buy,Buy,Yes
1138,49.889998999999996,Hold,Sell,Hold,Buy,Buy,Yes
1139,49.669998,Hold,Sell,Sell,Buy,Buy,Yes
1140,49.798,Hold,Sell,Sell,Buy,Buy,Yes
1141,49.183997999999995,Hold,Sell,Sell,Buy,Buy,Yes
1142,49.827999,Hold,Sell,Sell,Buy,Buy,Yes
1143,51.257999,Hold,Sell,Hold,Buy,Buy,Yes
1144,51.200001,Hold,Sell,Hold,Buy,Buy,Yes
1145,50.139998999999996,Hold,Sell,Sell,Buy,Buy,Yes
1146,50.282001,Hold,Sell,Sell,Buy,Buy,Yes
1147,50.138000000000005,Hold,Sell,Sell,Buy,Buy,Yes
1148,50.076,Hold,Sell,Sell,Buy,Buy,Yes
1149,50.624001,Hold,Sell,Hold,Buy,Buy,Yes
1150,52.082001,Sell,Sell,Hold,Buy,Buy,Yes
1151,52.377998,Sell,Sell,Hold,Buy,Buy,Yes
1152,52.501999,Sell,Buy,Hold,Buy,Buy,Yes
1153,51.958,Hold,Buy,Hold,Buy,Buy,Yes
1154,53.534,Sell,Buy,Hold,Buy,Buy,Yes
1155,53.034,Hold,Buy,Hold,Buy,Buy,Yes
1156,53.757999,Hold,Buy,Hold,Buy,Buy,Yes
1157,53.417999,Hold,Buy,Hold,Buy,Buy,Yes
1158,52.403999,Hold,Buy,Hold,Buy,Buy,Yes
1159,53.652,Hold,Buy,Hold,Buy,Buy,Yes
1160,53.830002,Hold,Buy,Hold,Buy,Buy,Yes
1161,56.004002,Sell,Buy,Hold,Buy,Buy,Yes
1162,55.943999999999996,Sell,Buy,Hold,Buy,Buy,Yes
1163,53.576,Hold,Buy,Hold,Buy,Buy,Yes
1164,50.992001,Hold,Sell,Sell,Buy,Buy,Yes
1165,51.583999999999996,Hold,Sell,Sell,Buy,Buy,Yes
1166,51.830002,Hold,Sell,Sell,Buy,Buy,Yes
1167,52.431999,Hold,Sell,Sell,Buy,Buy,Yes
1168,53.130001,Hold,Sell,Sell,Buy,Buy,Yes
1169,52.627998,Hold,Sell,Sell,Buy,Buy,Yes
1170,53.335999,Hold,Sell,Sell,Buy,Buy,Yes
1171,54.931999,Hold,Sell,Hold,Buy,Buy,Yes
1172,56.452,Hold,Buy,Hold,Buy,Buy,Yes
1173,53.354,Hold,Sell,Sell,Buy,Buy,No
1174,53.574001,Hold,Sell,Sell,Buy,Buy,No
1175,53.439999,Hold,Sell,Sell,Buy,Buy,No
1176,53.082001,Hold,Sell,Sell,Buy,Buy,No
1177,50.602001,Hold,Sell,Sell,Buy,Buy,No
1178,52.964001,Hold,Sell,Sell,Buy,Buy,No
1179,52.763999999999996,Hold,Sell,Sell,Buy,Buy,No
1180,53.358002,Hold,Sell,Sell,Buy,Buy,No
1181,53.23,Hold,Sell,Sell,Buy,Buy,No
1182,51.998001,Hold,Sell,Sell,Buy,Buy,No
1183,53.256001,Hold,Sell,Sell,Buy,Buy,No
1184,54.026001,Hold,Sell,Sell,Buy,Buy,No
1185,49.226002,Hold,Sell,Sell,Buy,Buy,No
1186,48.501999,Hold,Sell,Sell,Buy,Sell,No
1187,48.228001,Hold,Sell,Sell,Buy,Sell,No
1188,47.473999,Hold,Sell,Sell,Buy,Sell,No
1189,47.633998999999996,Hold,Sell,Sell,Buy,Sell,No
1190,48.501999,Hold,Sell,Sell,Buy,Sell,No
1191,48.630001,Hold,Sell,Sell,Buy,Sell,No
1192,50.998001,Hold,Sell,Sell,Buy,Sell,No
1193,52.144001,Hold,Sell,Sell,Buy,Sell,No
1194,51.049999,Hold,Buy,Sell,Buy,Sell,No
1195,48.436001,Hold,Sell,Sell,Buy,Sell,No
1196,46.153999,Hold,Sell,Sell,Buy,Sell,No
1197,43.773998,Buy,Sell,Buy,Buy,Sell,No
1198,44.006001,Hold,Sell,Buy,Buy,Sell,No
1199,44.967999,Hold,Sell,Buy,Buy,Sell,No
1200,48.598,Hold,Sell,Sell,Buy,Sell,No
1201,49.695999,Hold,Buy,Sell,Buy,Sell,No
1202,49.812,Hold,Buy,Sell,Buy,Sell,No
1203,47.726002,Hold,Buy,Sell,Buy,Sell,No
1204,49.537997999999995,Hold,Buy,Sell,Buy,Sell,No
1205,49.113997999999995,Hold,Buy,Sell,Sell,Sell,No
1206,48.386002000000005,Hold,Buy,Sell,Sell,Sell,No
1207,49.633998999999996,Hold,Buy,Sell,Sell,Sell,No
1208,49.782001,Hold,Buy,Sell,Sell,Sell,No
1209,49.695999,Hold,Buy,Sell,Sell,Sell,No
1210,50.048,Hold,Buy,Sell,Sell,Sell,No
1211,50.638000000000005,Hold,Buy,Sell,Sell,Sell,No
1212,50.714001,Hold,Buy,Sell,Sell,Sell,No
1213,52.450001,Hold,Buy,Hold,Sell,Sell,No
1214,52.414001,Hold,Buy,Hold,Sell,Sell,No
1215,52.124001,Hold,Buy,Hold,Sell,Buy,No
1216,52.84,Hold,Buy,Hold,Sell,Buy,No
1217,52.188,Hold,Buy,Hold,Sell,Buy,No
1218,52.212002000000005,Hold,Buy,Hold,Sell,Buy,No
1219,52.624001,Hold,Buy,Hold,Sell,Buy,No
1220,51.382,Hold,Buy,Sell,Sell,Buy,No
1221,49.686001,Hold,Buy,Sell,Sell,Buy,No
1222,49.330002,Hold,Sell,Sell,Sell,Buy,No
1223,49.68,Hold,Sell,Sell,Sell,Buy,No
1224,47.976002,Hold,Sell,Sell,Sell,Buy,No
1225,49.513999999999996,Hold,Sell,Sell,Sell,Buy,No
1226,49.23,Hold,Sell,Sell,Sell,Buy,No
1227,48.292,Hold,Sell,Sell,Sell,Buy,No
1228,46.391998,Hold,Sell,Sell,Sell,Buy,No
1229,45.344002,Buy,Sell,Buy,Sell,Buy,No
1230,44.138000000000005,Buy,Sell,Buy,Sell,Buy,No
1231,43.116001000000004,Buy,Sell,Buy,Sell,Sell,No
1232,43.849998,Buy,Sell,Buy,Sell,Sell,No
1233,43.375999,Buy,Sell,Buy,Sell,Sell,No
1234,44.262001,Hold,Sell,Buy,Sell,Sell,No
1235,45.402,Hold,Sell,Sell,Sell,Sell,No
1236,45.619999,Hold,Sell,Sell,Sell,Sell,No
1237,42.605999,Hold,Sell,Buy,Sell,Sell,No
1238,42.018002,Hold,Sell,Buy,Sell,Sell,No
1239,42.344002,Hold,Sell,Buy,Sell,Sell,No
1240,41.818001,Hold,Sell,Buy,Sell,Sell,No
1241,43.051998,Hold,Sell,Sell,Sell,Sell,No
1242,42.07,Hold,Sell,Buy,Sell,Sell,No
1243,42.591999,Hold,Sell,Sell,Sell,Sell,No
1244,42.326,Hold,Sell,Sell,Sell,Sell,No
1245,41.386002000000005,Hold,Sell,Buy,Sell,Sell,No
1246,42.757999,Hold,Buy,Sell,Sell,Sell,No
1247,41.669998,Hold,Buy,Sell,Sell,Sell,No
1248,46.326,Hold,Buy,Sell,Sell,Sell,No
1249,46.354,Hold,Buy,Sell,Sell,Sell,No
1250,46.472,Hold,Buy,Sell,Sell,Sell,No
1251,45.066002000000005,Hold,Buy,Sell,Sell,Sell,No
1252,43.299999,Hold,Buy,Sell,Sell,Sell,No
1253,43.816002000000005,Hold,Buy,Sell,Sell,Sell,No
1254,42.588001,Hold,Buy,Sell,Sell,Sell,No
1255,41.438,Hold,Buy,Sell,Sell,Sell,No
1256,42.861999999999995,Hold,Buy,Sell,Sell,Sell,No
1257,42.799999,Hold,Buy,Sell,Sell,Sell,No
1258,44.214001,Hold,Buy,Sell,Sell,Sell,No
1259,44.360001000000004,Hold,Buy,Sell,Sell,Sell,No
1260,44.001999,Hold,Buy,Sell,Sell,Sell,No
1261,43.549999,Hold,Buy,Sell,Sell,Sell,No
1262,43.650002,Hold,Buy,Sell,Sell,Sell,No
1263,45.928001,Hold,Buy,Hold,Sell,Sell,No
1264,46.321999,Hold,Buy,Hold,Sell,Sell,No
1265,46.051998,Hold,Buy,Hold,Sell,Sell,No
1266,47.438,Hold,Buy,Hold,Sell,Buy,No
1267,46.397999,Hold,Buy,Hold,Sell,Buy,No
1268,46.542,Hold,Buy,Hold,Sell,Buy,No
1269,46.076,Hold,Buy,Hold,Sell,Buy,No
1270,46.226002,Hold,Buy,Hold,Sell,Buy,No
1271,45.344002,Hold,Buy,Sell,Sell,Buy,No
1272,44.903999,Hold,Buy,Sell,Sell,Buy,No
1273,45.414001,Hold,Buy,Sell,Sell,Buy,No
1274,43.403999,Hold,Sell,Sell,Sell,Buy,No
1275,43.716,Hold,Sell,Sell,Sell,Buy,No
1276,44.217999,Hold,Sell,Sell,Sell,Buy,No
1277,46.902,Hold,Sell,Hold,Sell,Buy,No
1278,46.678001,Hold,Buy,Hold,Sell,Buy,No
1279,46.091999,Hold,Buy,Sell,Sell,Buy,No
1280,46.512001,Hold,Buy,Hold,Sell,Buy,No
1281,45.990002000000004,Hold,Buy,Sell,Sell,Buy,No
1282,45.939999,Hold,Buy,Sell,Sell,Buy,No
1283,46.113997999999995,Hold,Buy,Sell,Sell,Buy,No
1284,45.790001000000004,Hold,Buy,Sell,Sell,Buy,No
1285,47.438,Hold,Buy,Hold,Sell,Buy,No
1286,47.618,Hold,Buy,Hold,Sell,Buy,No
1287,48.001999,Hold,Buy,Hold,Sell,Buy,No
1288,44.681999,Hold,Buy,Sell,Sell,Buy,No
1289,44.686001,Hold,Sell,Sell,Sell,Buy,No
1290,43.807999,Hold,Sell,Sell,Sell,Buy,No
1291,43.130001,Hold,Sell,Sell,Sell,Buy,No
1292,42.200001,Buy,Sell,Sell,Sell,Buy,No
1293,41.57,Buy,Sell,Sell,Sell,Buy,No
1294,41.993999,Hold,Sell,Sell,Sell,Buy,No
1295,40.062,Buy,Sell,Sell,Sell,Sell,No
1296,41.236000000000004,Hold,Sell,Sell,Sell,Sell,No
1297,40.998001,Hold,Sell,Sell,Sell,Sell,No
1298,40.944,Hold,Sell,Sell,Sell,Sell,No
1299,39.740002000000004,Buy,Sell,Buy,Sell,Sell,No
1300,39.993999,Hold,Sell,Buy,Sell,Sell,No
1301,40.509997999999996,Hold,Sell,Sell,Sell,Sell,No
1302,39.276001,Hold,Sell,Buy,Sell,Sell,No
1303,38.712002000000005,Buy,Sell,Buy,Sell,Sell,No
1304,37.613997999999995,Buy,Sell,Buy,Sell,Sell,No
1305,37.939999,Hold,Sell,Buy,Sell,Sell,No
1306,38.240002000000004,Hold,Sell,Buy,Sell,Sell,No
1307,39.388000000000005,Hold,Sell,Sell,Sell,Sell,No
1308,36.556,Hold,Sell,Buy,Sell,Sell,No
1309,34.695999,Buy,Sell,Buy,Sell,Sell,No
1310,35.066002000000005,Hold,Sell,Buy,Sell,Sell,No
1311,32.52,Buy,Sell,Buy,Sell,Sell,No
1312,29.598000000000003,Buy,Sell,Buy,Sell,Sell,No
1313,29.65,Buy,Sell,Buy,Sell,Sell,No
1314,28.733999,Buy,Sell,Buy,Sell,Sell,No
1315,30.094,Hold,Sell,Buy,Sell,Sell,Yes
1316,30.208000000000002,Hold,Sell,Buy,Sell,Sell,Yes
1317,31.034000000000002,Hold,Sell,Buy,Sell,Sell,Yes
1318,33.736,Hold,Sell,Sell,Sell,Sell,Yes
1319,33.354,Hold,Buy,Sell,Sell,Sell,Yes
1320,33.316002000000005,Hold,Buy,Sell,Sell,Sell,Yes
1321,35.548,Hold,Buy,Sell,Sell,Sell,Yes
1322,35.442001,Hold,Buy,Sell,Sell,Sell,Yes
1323,35.799999,Hold,Buy,Sell,Sell,Sell,Yes
1324,37.486,Hold,Buy,Sell,Sell,Sell,Yes
1325,38.068001,Sell,Buy,Sell,Sell,Sell,Yes
1326,38.386002000000005,Sell,Buy,Sell,Sell,Sell,Yes
1327,37.27,Hold,Buy,Sell,Sell,Sell,Yes
1328,37.667999,Hold,Buy,Sell,Sell,Sell,Yes
1329,39.147999,Hold,Buy,Hold,Sell,Sell,Yes
1330,40.208,Sell,Buy,Hold,Sell,Sell,Yes
1331,41.057999,Sell,Buy,Hold,Sell,Sell,Yes
1332,40.52,Hold,Buy,Hold,Sell,Buy,Yes
1333,41.743999,Sell,Buy,Hold,Sell,Buy,Yes
1334,41.035999,Hold,Buy,Hold,Sell,Buy,Yes
1335,41.5,Hold,Buy,Hold,Sell,Buy,Yes
1336,43.029999,Sell,Buy,Hold,Sell,Buy,Yes
1337,43.667999,Sell,Buy,Hold,Sell,Buy,Yes
1338,44.386002000000005,Sell,Buy,Hold,Sell,Buy,Yes
1339,45.276001,Sell,Buy,Hold,Sell,Buy,Yes
1340,46.548,Sell,Buy,Hold,Sell,Buy,Yes
1341,47.664001,Sell,Buy,Hold,Sell,Buy,Yes
1342,46.848,Sell,Buy,Hold,Sell,Buy,Yes
1343,44.515999,Hold,Buy,Hold,Sell,Buy,Yes
1344,45.549999,Hold,Buy,Hold,Sell,Buy,Yes
1345,46.051998,Hold,Buy,Hold,Sell,Buy,Yes
1346,46.026001,Hold,Buy,Hold,Sell,Buy,Yes
1347,45.377998,Hold,Buy,Hold,Sell,Buy,Yes
1348,45.953998999999996,Hold,Sell,Hold,Sell,Buy,Yes
1349,47.518002,Hold,Buy,Hold,Buy,Buy,Yes
1350,49.397999,Sell,Buy,Hold,Buy,Buy,Yes
1351,51.094002,Sell,Buy,Hold,Buy,Buy,Yes
1352,53.083999999999996,Sell,Buy,Hold,Buy,Buy,Yes
1353,51.439999,Hold,Buy,Hold,Buy,Buy,No
1354,50.013999999999996,Hold,Buy,Hold,Buy,Buy,No
1355,49.984001,Hold,Buy,Hold,Buy,Buy,No
1356,49.563999,Hold,Buy,Hold,Buy,Buy,No
1357,50.905998,Hold,Sell,Hold,Buy,Buy,No
1358,50.372002,Hold,Sell,Hold,Buy,Buy,No
1359,50.902,Hold,Sell,Hold,Buy,Buy,No
